SEXO;IDADE;TAMANHO DA FAMÍLIA;MORA COM A FAMÍLIA;NÍVEL ESCOLAR MÃE;NÍVEL ESCOLAR PAI;TRABALHO MÃE;TRABALHO PAI;TEMPO ESTUDO SEMANAL;REPROVAÇÕES;SUPORTE EDUCACIONAL ESCOLAR;SUPORTE EDUCACIONAL FAMILIAR;REALIZA ATIVIDADE EXTRA CURRICULAR;VISA EDUCAÇÃO SUPERIOR;POSSUI INTERNET EM CASA;TEM ALGUM RELACIONAMENTO AMOROSO;QUALIDADE RELACIONAMENTO FAMILIAR;TEMPO LIVRE;SAIR C/AMIGOS;CONSUMO ALCOOL DIA SEMANA;CONSUMO ALCOOL FIM SEMANA;CONDIÇÃO DE SAÚDE;FALTAS ;FALTAS CONCEITO;G1;G2;G3;MEDIA  NOTA;CONCEITO MEDIA NOTA;DESEMEPENHO RUIM
M;16;LE3;Sim;Primário;Primário;Lar;Outros;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Altíssimo;Altíssimo;Pouco;Alto;Excelente;0;BAIXO;10;10;9;9,666666667;C;SIM
M;18;GT3;Sim;Primário;Primário;Servidor;Outros;Baixíssimo;Poucas;Não;Sim;Não;Não;Sim;Sim;Excelente;Regular;Regular;Pouco;Regular;Excelente;2;BAIXO;9;7;9;8,333333333;C;SIM
M;18;GT3;Sim;Médio;Fundamental;Servidor;Outros;Baixíssimo;Poucas;Não;Não;Não;Não;Sim;Não;Ruim;Regular;Pouquíssimo;Pouco;Pouco;Excelente;0;BAIXO;4;0;0;1,333333333;D;SIM
M;19;GT3;Sim;Médio;Fundamental;Lar;Servidor;Baixíssimo;Muitas;Não;Não;Sim;Sim;Não;Não;Regular;Pouco;Pouquíssimo;Pouquíssimo;Pouquíssimo;Regular;4;BAIXO;6;11;9;8,666666667;C;SIM
M;18;GT3;Sim;Médio;Médio;Lar;Lar;Baixo;Poucas;Não;Sim;Sim;Não;Sim;Não;Bom;Alto;Altíssimo;Pouquíssimo;Regular;Regular;9;ALTO;4;8;8;6,666666667;C;SIM
M;16;GT3;Sim;Fundamental;Fundamental;Servidor;Servidor;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Sim;Excelente;Alto;Regular;Pouco;Alto;Boa;6;MODERADA;7;8;8;7,666666667;C;SIM
M;19;GT3;Sim;Fundamental;Primário;Lar;Outros;Baixíssimo;Muitas;Não;Não;Sim;Não;Sim;Sim;Bom;Alto;Regular;Pouquíssimo;Regular;Excelente;4;BAIXO;8;9;9;8,666666667;C;SIM
F;16;GT3;Não;Médio;Fundamental;Servidor;Lar;Baixo;Poucas;Não;Sim;Sim;Sim;Não;Sim;Ruim;Altíssimo;Altíssimo;Pouquíssimo;Pouquíssimo;Péssima;8;MODERADA;5;5;7;5,666666667;C;SIM
F;17;GT3;Sim;Primário;Primário;Outros;Lar;Baixíssimo;Não;Não;Sim;Sim;Sim;Não;Não;Bom;Regular;Pouco;Pouquíssimo;Pouco;Excelente;9;ALTO;7;9;10;8,666666667;C;SIM
M;20;GT3;Sim;Primário;Primário;Outros;Outros;Baixíssimo;Poucas;Não;Sim;Não;Não;Sim;Sim;Bom;Alto;Regular;Pouco;Alto;Boa;12;ALTO;8;11;10;9,666666667;C;SIM
F;18;GT3;Não;Superior;Médio;Servidor;Servidor;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Não;Excelente;Alto;Alto;Regular;Alto;Ruim;8;MODERADA;10;11;10;10,33333333;B;NÃO
M;18;GT3;Sim;Médio;Fundamental;Outros;Outros;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Não;Ruim;Altíssimo;Altíssimo;Altíssimo;Altíssimo;Excelente;8;MODERADA;9;10;11;10;B;NÃO
M;19;GT3;Sim;Primário;Primário;Outros;Servidor;Baixo;Poucas;Não;Não;Não;Sim;Sim;Não;Excelente;Alto;Alto;Regular;Regular;Ruim;8;MODERADA;10;9;11;10;B;NÃO
M;17;GT3;Sim;Médio;Médio;Saúde;Outros;Baixo;Poucas;Não;Sim;Não;Sim;Sim;Não;Bom;Altíssimo;Alto;Pouco;Regular;Regular;4;BAIXO;8;9;10;9;C;SIM
M;18;LE3;Sim;Primário;Médio;Lar;Servidor;Baixíssimo;Não;Não;Não;Não;Não;Sim;Sim;Bom;Regular;Regular;Pouco;Regular;Regular;0;BAIXO;9;10;9;9,333333333;C;SIM
M;19;GT3;Sim;Primário;Primário;Outros;Outros;Baixíssimo;Poucas;Não;Sim;Não;Sim;Sim;Não;Bom;Alto;Alto;Regular;Regular;Excelente;4;BAIXO;8;9;10;9;C;SIM
F;18;GT3;Não;Primário;Fundamental;Lar;Outros;Baixo;Poucas;Não;Sim;Não;Sim;Não;Não;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Excelente;2;BAIXO;6;8;8;7,333333333;C;SIM
F;19;LE3;Não;Primário;Primário;Lar;Outros;Baixíssimo;Não;Não;Sim;Não;Não;Não;Não;Péssimo;Alto;Alto;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;6;8;7;7;C;SIM
F;18;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixíssimo;Poucas;Não;Não;Não;Não;Sim;Sim;Excelente;Altíssimo;Altíssimo;Pouquíssimo;Pouquíssimo;Regular;0;BAIXO;8;6;0;4,666666667;D;SIM
F;17;GT3;Sim;Inexistente;Inexistente;Lar;Outros;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Alto;Regular;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;10;11;11;10,66666667;B;NÃO
F;17;LE3;Não;Médio;Primário;Outros;Lar;Médio;Não;Não;Sim;Não;Não;Não;Não;Bom;Pouco;Regular;Pouco;Pouco;Regular;5;MODERADA;8;7;8;7,666666667;C;SIM
F;17;GT3;Sim;Superior;Fundamental;Professor;Servidor;Baixo;Não;Sim;Sim;Sim;Sim;Sim;Não;Excelente;Altíssimo;Altíssimo;Pouquíssimo;Regular;Excelente;0;BAIXO;8;8;0;5,333333333;C;SIM
F;18;LE3;Sim;Fundamental;Fundamental;Servidor;Servidor;Baixo;Poucas;Não;Sim;Sim;Sim;Sim;Não;Ruim;Regular;Regular;Pouquíssimo;Pouco;Boa;3;BAIXO;7;6;8;7;C;SIM
F;17;GT3;Sim;Superior;Primário;Saúde;Lar;Baixíssimo;Não;Não;Sim;Não;Sim;Não;Sim;Regular;Pouco;Pouco;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;8;10;9;9;C;SIM
F;17;LE3;Sim;Primário;Fundamental;Lar;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Excelente;Altíssimo;Pouquíssimo;Pouquíssimo;Pouquíssimo;Regular;0;BAIXO;7;10;10;9;C;SIM
F;18;GT3;Sim;Primário;Primário;Outros;Outros;Baixo;Poucas;Não;Não;Sim;Sim;Não;Sim;Regular;Alto;Alto;Pouco;Pouco;Excelente;3;BAIXO;7;8;7;7,333333333;C;SIM
F;18;GT3;Sim;Fundamental;Fundamental;Servidor;Lar;Baixo;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Regular;Altíssimo;Pouquíssimo;Pouquíssimo;Péssima;2;BAIXO;12;13;14;13;B;NÃO
F;17;GT3;Sim;Médio;Médio;Servidor;Servidor;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Alto;Regular;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;11;12;13;12;B;NÃO
F;18;LE3;Não;Primário;Fundamental;Lar;Outros;Baixo;Não;Não;Não;Não;Sim;Sim;Não;Bom;Alto;Regular;Pouquíssimo;Pouco;Boa;0;BAIXO;12;13;14;13;B;NÃO
F;18;GT3;Sim;Superior;Superior;Professor;Professor;Baixo;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Regular;Altíssimo;Pouquíssimo;Pouco;Péssima;0;BAIXO;18;18;18;18;A;NÃO
M;18;LE3;Sim;Superior;Superior;Servidor;Outros;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Alto;Altíssimo;Pouquíssimo;Pouquíssimo;Excelente;3;BAIXO;17;17;17;17;A;NÃO
F;17;GT3;Sim;Superior;Fundamental;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouco;Boa;0;BAIXO;17;18;18;17,66666667;A;NÃO
F;18;GT3;Sim;Fundamental;Fundamental;Lar;Outros;Baixo;Poucas;Não;Não;Sim;Sim;Não;Sim;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;9;0;0;3;D;SIM
M;18;LE3;Sim;Primário;Fundamental;Lar;Servidor;Baixíssimo;Não;Não;Sim;Não;Sim;Não;Não;Bom;Pouquíssimo;Alto;Altíssimo;Altíssimo;Péssima;8;MODERADA;10;11;11;10,66666667;B;NÃO
M;18;GT3;Sim;Superior;Superior;Lar;Servidor;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Sim;Ruim;Altíssimo;Altíssimo;Pouquíssimo;Pouquíssimo;Péssima;5;MODERADA;12;13;14;13;B;NÃO
M;17;GT3;Sim;Primário;Primário;Outros;Servidor;Baixíssimo;Não;Não;Não;Não;Não;Não;Não;Bom;Pouco;Regular;Regular;Alto;Boa;4;BAIXO;12;13;14;13;B;NÃO
F;18;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Péssimo;Regular;Pouquíssimo;Pouquíssimo;Pouquíssimo;Ruim;4;BAIXO;8;8;10;8,666666667;C;SIM
F;18;LE3;Sim;Fundamental;Fundamental;Servidor;Servidor;Médio;Não;Não;Não;Não;Sim;Sim;Sim;Excelente;Alto;Altíssimo;Pouquíssimo;Alto;Regular;0;BAIXO;11;12;13;12;B;NÃO
F;18;LE3;Não;Superior;Fundamental;Professor;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Excelente;Regular;Pouquíssimo;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;5;0;0;1,666666667;D;SIM
F;18;GT3;Sim;Primário;Primário;Lar;Servidor;Baixo;Poucas;Não;Não;Não;Não;Não;Não;Bom;Alto;Pouco;Pouquíssimo;Pouco;Ruim;2;BAIXO;9;10;10;9,666666667;C;SIM
F;19;GT3;Sim;Primário;Primário;Lar;Servidor;Baixíssimo;Poucas;Não;Não;Não;Não;Não;Não;Excelente;Altíssimo;Altíssimo;Pouco;Regular;Ruim;0;BAIXO;5;0;0;1,666666667;D;SIM
F;17;GT3;Sim;Superior;Fundamental;Professor;Outros;Alto;Não;Não;Não;Não;Sim;Sim;Sim;Bom;Pouco;Regular;Regular;Pouquíssimo;Excelente;0;BAIXO;18;18;18;18;A;NÃO
F;17;LE3;Não;Fundamental;Primário;Servidor;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Excelente;Regular;Regular;Pouquíssimo;Pouco;Ruim;5;MODERADA;11;11;12;11,33333333;B;NÃO
F;18;LE3;Não;Primário;Primário;Lar;Servidor;Baixo;Não;Não;Não;Não;Sim;Não;Sim;Excelente;Pouco;Regular;Pouquíssimo;Pouco;Regular;2;BAIXO;8;10;11;9,666666667;C;SIM
F;18;GT3;Sim;Primário;Fundamental;Lar;Lar;Baixo;Não;Não;Sim;Não;Não;Não;Não;Bom;Pouquíssimo;Pouquíssimo;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;11;11;12;11,33333333;B;NÃO
F;19;GT3;Não;Primário;Primário;Lar;Lar;Baixo;Muitas;Não;Sim;Sim;Não;Não;Sim;Regular;Altíssimo;Alto;Pouquíssimo;Alto;Péssima;0;BAIXO;8;0;0;2,666666667;D;SIM
F;18;GT3;Sim;Fundamental;Fundamental;Servidor;Outros;Médio;Não;Não;Não;Não;Sim;Sim;Sim;Bom;Pouco;Pouquíssimo;Pouquíssimo;Pouquíssimo;Boa;5;MODERADA;14;14;15;14,33333333;B;NÃO
M;17;GT3;Sim;Superior;Médio;Servidor;Outros;Baixo;Poucas;Não;Sim;Sim;Sim;Sim;Sim;Bom;Altíssimo;Altíssimo;Pouquíssimo;Regular;Ruim;4;BAIXO;10;11;11;10,66666667;B;NÃO
F;18;GT3;Sim;Médio;Médio;Servidor;Servidor;Baixo;Não;Não;Sim;Não;Sim;Não;Sim;Excelente;Regular;Alto;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;10;10;10;10;B;NÃO
F;17;GT3;Sim;Superior;Superior;Professor;Servidor;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouco;Excelente;2;BAIXO;12;12;12;12;B;NÃO
F;17;LE3;Não;Médio;Fundamental;Servidor;Outros;Baixo;Não;Não;Não;Não;Sim;Não;Sim;Péssimo;Pouco;Regular;Pouquíssimo;Pouco;Excelente;0;BAIXO;15;14;15;14,66666667;B;NÃO
M;18;LE3;Sim;Primário;Primário;Outros;Servidor;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Sim;Regular;Regular;Pouco;Pouquíssimo;Pouco;Regular;2;BAIXO;14;13;14;13,66666667;B;NÃO
F;18;LE3;Sim;Primário;Primário;Lar;Servidor;Médio;Não;Não;Não;Não;Sim;Sim;Não;Excelente;Regular;Pouco;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;19;17;18;18;A;NÃO
F;18;LE3;Não;Primário;Fundamental;Lar;Outros;Baixo;Não;Não;Não;Não;Sim;Não;Sim;Bom;Regular;Alto;Pouquíssimo;Alto;Excelente;0;BAIXO;16;15;15;15,33333333;A;NÃO
F;18;GT3;Sim;Médio;Médio;Servidor;Servidor;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Regular;Pouco;Pouquíssimo;Regular;Regular;6;MODERADA;13;12;13;12,66666667;B;NÃO
F;17;LE3;Sim;Superior;Superior;Lar;Lar;Baixo;Não;Não;Sim;Sim;Sim;Sim;Sim;Ruim;Regular;Alto;Pouquíssimo;Pouquíssimo;Péssima;4;BAIXO;15;14;15;14,66666667;B;NÃO
F;17;GT3;Sim;Primário;Fundamental;Outros;Servidor;Baixo;Não;Não;Não;Não;Sim;Não;Não;Regular;Pouco;Pouco;Pouquíssimo;Pouco;Regular;0;BAIXO;13;13;13;13;B;NÃO
M;18;GT3;Sim;Primário;Médio;Lar;Outros;Baixo;Não;Não;Sim;Não;Sim;Não;Não;Regular;Regular;Alto;Pouco;Alto;Regular;0;BAIXO;8;10;9;9;C;SIM
M;18;LE3;Sim;Superior;Superior;Professor;Servidor;Médio;Não;Não;Não;Não;Sim;Sim;Sim;Bom;Pouco;Pouco;Pouco;Pouco;Excelente;0;BAIXO;15;16;16;15,66666667;A;NÃO
F;17;GT3;Sim;Primário;Primário;Outros;Servidor;Baixíssimo;Poucas;Não;Sim;Não;Sim;Sim;Sim;Excelente;Pouco;Pouquíssimo;Pouquíssimo;Pouco;Péssima;0;BAIXO;8;8;9;8,333333333;C;SIM
F;18;GT3;Sim;Fundamental;Médio;Lar;Servidor;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Sim;Excelente;Pouco;Regular;Pouquíssimo;Pouco;Boa;0;BAIXO;10;10;10;10;B;NÃO
F;18;GT3;Sim;Superior;Superior;Outros;Professor;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Regular;Pouco;Pouco;Alto;Pouco;Excelente;0;BAIXO;7;5;0;4;D;SIM
M;18;LE3;Sim;Primário;Fundamental;Lar;Servidor;Baixíssimo;Não;Não;Sim;Sim;Não;Sim;Sim;Bom;Regular;Regular;Pouco;Regular;Regular;3;BAIXO;9;10;10;9,666666667;C;SIM
F;17;GT3;Sim;Fundamental;Fundamental;Outros;Lar;Médio;Não;Não;Não;Sim;Sim;Não;Sim;Regular;Alto;Regular;Pouquíssimo;Pouquíssimo;Regular;8;MODERADA;10;11;12;11;B;NÃO
F;17;GT3;Sim;Primário;Fundamental;Outros;Outros;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Não;Regular;Altíssimo;Altíssimo;Pouquíssimo;Regular;Péssima;4;BAIXO;7;8;9;8;C;SIM
F;18;LE3;Sim;Superior;Superior;Outros;Outros;Médio;Não;Não;Não;Não;Sim;Sim;Não;Excelente;Alto;Alto;Pouquíssimo;Pouquíssimo;Péssima;0;BAIXO;15;17;17;16,33333333;A;NÃO
F;18;GT3;Sim;Primário;Primário;Outros;Outros;Médio;Não;Não;Não;Não;Sim;Sim;Não;Bom;Regular;Pouco;Pouquíssimo;Pouco;Boa;4;BAIXO;10;11;12;11;B;NÃO
F;19;GT3;Sim;Primário;Primário;Lar;Outros;Baixo;Poucas;Não;Sim;Não;Sim;Sim;Sim;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Regular;4;BAIXO;7;8;9;8;C;SIM
F;18;LE3;Sim;Superior;Superior;Professor;Servidor;Baixo;Não;Não;Não;Sim;Sim;Sim;Não;Excelente;Alto;Regular;Regular;Alto;Ruim;1;BAIXO;13;14;14;13,66666667;B;NÃO
F;18;GT3;Sim;Médio;Médio;Outros;Outros;Baixo;Não;Não;Não;Não;Sim;Sim;Sim;Bom;Pouquíssimo;Regular;Pouquíssimo;Pouco;Péssima;1;BAIXO;16;16;16;16;A;NÃO
F;17;GT3;Sim;Médio;Primário;Lar;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Altíssimo;Alto;Pouco;Regular;Péssima;10;ALTO;8;9;9;8,666666667;C;SIM
M;18;GT3;Sim;Superior;Superior;Professor;Professor;Baixo;Não;Não;Não;Sim;Sim;Sim;Não;Regular;Pouco;Alto;Pouquíssimo;Alto;Ruim;4;BAIXO;17;18;19;18;A;NÃO
M;18;GT3;Sim;Fundamental;Primário;Outros;Outros;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Sim;Bom;Alto;Regular;Pouquíssimo;Regular;Excelente;0;BAIXO;7;7;0;4,666666667;D;SIM
M;17;GT3;Sim;Fundamental;Médio;Outros;Servidor;Baixo;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Alto;Regular;Pouquíssimo;Pouquíssimo;Regular;4;BAIXO;14;15;16;15;A;NÃO
M;19;GT3;Sim;Primário;Primário;Outros;Servidor;Baixíssimo;Poucas;Não;Não;Não;Sim;Não;Não;Bom;Regular;Pouco;Pouquíssimo;Regular;Excelente;0;BAIXO;5;8;0;4,333333333;D;SIM
M;18;GT3;Sim;Superior;Fundamental;Outros;Outros;Baixíssimo;Poucas;Não;Não;Não;Sim;Não;Não;Excelente;Alto;Regular;Alto;Regular;Regular;0;BAIXO;7;7;0;4,666666667;D;SIM
F;18;GT3;Sim;Fundamental;Fundamental;Lar;Outros;Médio;Não;Não;Não;Não;Sim;Não;Não;Excelente;Regular;Regular;Pouquíssimo;Regular;Boa;0;BAIXO;14;17;15;15,33333333;A;NÃO
F;17;GT3;Sim;Superior;Médio;Professor;Outros;Baixo;Não;Não;Não;Não;Sim;Sim;Não;Excelente;Altíssimo;Alto;Pouquíssimo;Pouquíssimo;Péssima;0;BAIXO;6;9;11;8,666666667;C;SIM
F;18;GT3;Sim;Superior;Superior;Professor;Lar;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Sim;Bom;Alto;Regular;Pouco;Pouco;Excelente;4;BAIXO;7;9;10;8,666666667;C;SIM
F;19;GT3;Sim;Fundamental;Médio;Servidor;Outros;Médio;Poucas;Não;Não;Sim;Sim;Sim;Não;Excelente;Alto;Pouco;Pouquíssimo;Pouco;Excelente;4;BAIXO;10;11;10;10,33333333;B;NÃO
F;18;LE3;Sim;Médio;Primário;Professor;Servidor;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Alto;Pouquíssimo;Pouquíssimo;Péssima;4;BAIXO;15;15;16;15,33333333;A;NÃO
F;18;GT3;Sim;Primário;Primário;Outros;Outros;Baixo;Não;Não;Não;Sim;Sim;Não;Não;Péssimo;Pouquíssimo;Pouquíssimo;Pouquíssimo;Pouquíssimo;Excelente;6;MODERADA;11;12;9;10,66666667;B;NÃO
M;17;LE3;Sim;Médio;Primário;Servidor;Servidor;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Ruim;Alto;Altíssimo;Regular;Alto;Ruim;6;MODERADA;10;10;10;10;B;NÃO
M;18;LE3;Sim;Médio;Fundamental;Servidor;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Bom;Alto;Pouquíssimo;Regular;Alto;Excelente;4;BAIXO;10;11;11;10,66666667;B;NÃO
