@RELATION BASE

@ATTRIBUTE sexo {F,M}
@ATTRIBUTE tamanhodafamilia {GT3,LE3}
@ATTRIBUTE moracomafamilia {Nao,Sim}
@ATTRIBUTE nivelescolarmae {Fundamental,Inexistente,Medio,Primario,Superior}
@ATTRIBUTE nivelescolarpai {Fundamental,Inexistente,Medio,Primario,Superior}
@ATTRIBUTE trabalhomae {Lar,Outros,Professor,SaUde,Servidor}
@ATTRIBUTE trabalhopai {Lar,Outros,Professor,SaUde,Servidor}
@ATTRIBUTE tempoestudosemanal {Alto,Baixo,Baixissimo,Medio}
@ATTRIBUTE reprovacoes {Muitas,Nao,Poucas}
@ATTRIBUTE suporteeducacionalescolar {Nao,Sim}
@ATTRIBUTE suporteeducacionalfamiliar {Nao,Sim}
@ATTRIBUTE realizaatividadeextracurricular {Nao,Sim}
@ATTRIBUTE visaeducacaosuperior {Nao,Sim}
@ATTRIBUTE possuiinternetemcasa {Nao,Sim}
@ATTRIBUTE temalgumrelacionamentoamoroso {Nao,Sim}
@ATTRIBUTE qualidaderelacionamentofamiliar {Bom,Excelente,Pessimo,Regular,Ruim}
@ATTRIBUTE tempolivre {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE saircamigos {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE consumoalcooldiasemana {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE consumoalcoolfimsemana {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE condicaodesaUde {Boa,Excelente,Pessima,Regular,Ruim}
@ATTRIBUTE faltasconceito {ALTO,ALTiSSIMO,BAIXO,MODERADA}
@ATTRIBUTE desemepenhoruim {Nao,SIM}

@DATA
F,GT3,Sim,Fundamental,Medio,Lar,Servidor,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Excelente,Pouco,Regular,Pouquissimo,Pouco,Boa,BAIXO,Nao
F,GT3,Sim,Superior,Superior,Outros,Professor,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Regular,Pouco,Pouco,Alto,Pouco,Excelente,BAIXO,SIM
M,LE3,Sim,Primario,Fundamental,Lar,Servidor,Baixissimo,Nao,Nao,Sim,Sim,Nao,Sim,Sim,Bom,Regular,Regular,Pouco,Regular,Regular,BAIXO,SIM
F,GT3,Sim,Fundamental,Fundamental,Outros,Lar,Medio,Nao,Nao,Nao,Sim,Sim,Nao,Sim,Regular,Alto,Regular,Pouquissimo,Pouquissimo,Regular,MODERADA,Nao
F,GT3,Sim,Primario,Fundamental,Outros,Outros,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Regular,Altissimo,Altissimo,Pouquissimo,Regular,Pessima,BAIXO,SIM
F,LE3,Sim,Superior,Superior,Outros,Outros,Medio,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Excelente,Alto,Alto,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Outros,Outros,Medio,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Regular,Pouco,Pouquissimo,Pouco,Boa,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Lar,Outros,Baixo,Poucas,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Regular,BAIXO,SIM
F,LE3,Sim,Superior,Superior,Professor,Servidor,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Excelente,Alto,Regular,Regular,Alto,Ruim,BAIXO,Nao
F,GT3,Sim,Medio,Medio,Outros,Outros,Baixo,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Bom,Pouquissimo,Regular,Pouquissimo,Pouco,Pessima,BAIXO,Nao
F,GT3,Sim,Medio,Primario,Lar,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Altissimo,Alto,Pouco,Regular,Pessima,ALTO,SIM
M,GT3,Sim,Superior,Superior,Professor,Professor,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Regular,Pouco,Alto,Pouquissimo,Alto,Ruim,BAIXO,Nao
M,GT3,Sim,Fundamental,Primario,Outros,Outros,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Bom,Alto,Regular,Pouquissimo,Regular,Excelente,BAIXO,SIM
M,GT3,Sim,Fundamental,Medio,Outros,Servidor,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Alto,Regular,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
M,GT3,Sim,Primario,Primario,Outros,Servidor,Baixissimo,Poucas,Nao,Nao,Nao,Sim,Nao,Nao,Bom,Regular,Pouco,Pouquissimo,Regular,Excelente,BAIXO,SIM
M,GT3,Sim,Superior,Fundamental,Outros,Outros,Baixissimo,Poucas,Nao,Nao,Nao,Sim,Nao,Nao,Excelente,Alto,Regular,Alto,Regular,Regular,BAIXO,SIM
F,GT3,Sim,Fundamental,Fundamental,Lar,Outros,Medio,Nao,Nao,Nao,Nao,Sim,Nao,Nao,Excelente,Regular,Regular,Pouquissimo,Regular,Boa,BAIXO,Nao
F,GT3,Sim,Superior,Medio,Professor,Outros,Baixo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Excelente,Altissimo,Alto,Pouquissimo,Pouquissimo,Pessima,BAIXO,SIM
F,GT3,Sim,Superior,Superior,Professor,Lar,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Bom,Alto,Regular,Pouco,Pouco,Excelente,BAIXO,SIM
F,GT3,Sim,Fundamental,Medio,Servidor,Outros,Medio,Poucas,Nao,Nao,Sim,Sim,Sim,Nao,Excelente,Alto,Pouco,Pouquissimo,Pouco,Excelente,BAIXO,Nao
F,LE3,Sim,Medio,Primario,Professor,Servidor,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Alto,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Outros,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Nao,Nao,Pessimo,Pouquissimo,Pouquissimo,Pouquissimo,Pouquissimo,Excelente,MODERADA,Nao
M,LE3,Sim,Medio,Primario,Servidor,Servidor,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Ruim,Alto,Altissimo,Regular,Alto,Ruim,MODERADA,Nao
M,LE3,Sim,Medio,Fundamental,Servidor,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Alto,Pouquissimo,Regular,Alto,Excelente,BAIXO,Nao
